"department_name";"department_short_code"
"ACC";"acc"
"ACDS";"acds"
"CAC";"cac"
"CCD";"ccd"
"DIT";"dit"
"DPSP";"dpsp"
"HRMD";"hrmd"
"ID";"id"
"RAJ";"raj"
"RMD";"rmd"
