"department_name";"department_short_code"
"BID";"bid"
"CAC";"cac"
"CCD";"ccd"
"CGMSEC";"cgmsec"
"Corporate Communications Department";"ccd"
"CPD";"cpd"
"CSDD";"csdd"
"CVD";"cvd"
"DDMABI";"ddmabi"
"DDSI";"ddsi"
"DEAR";"dear"
"DFIBT";"dfibt"
"DIT";"dit"
"DOR";"dor"
"DOS";"dos"
"DPSP";"dpsp"
"DSM";"dsm"
"DSSI";"dssi"
"FAD";"fad"
"FSDD";"fsdd"
"HRMD";"hrmd"
"ID";"id"
"IDD";"idd"
"LAW";"law"
"MCID";"mcid"
"OFDD";"ofdd"
"RAJ";"raj"
"RMD";"rmd"
"RTI";"rti"
"SPD";"spd"
"SPPID";"sppid"
