"department_name";"department_short_code"
"AD";"ad"
"BID";"bid"
"CAC";"cac"
"CGMSEC";"cgmsec"
"CPD";"cpd"
"DEAR";"dear"
"DFIBT";"dfibt"
"DIT";"dit"
"DOR";"dor"
"DOS";"dos"
"DPSP";"dpsp"
"DSM";"dsm"
"FAD";"fad"
"FD";"fd"
"FSDD";"fsdd"
"HRMD";"hrmd"
"IDD";"idd"
"LIB";"lib"
"MCID";"mcid"
"NABCONS";"nabcons"
"OFDD";"ofdd"
"RAJ";"raj"
"RMD";"rmd"
"RTI";"rti"
"SPD";"spd"
