"department_name";"department_short_code"
"BID";"bid"
"CAC";"cac"
"CCD";"ccd"
"CGMSEC";"cgmsec"
"CPD";"cpd"
"CVC";"cvc"
"DEAR";"dear"
"DFIBT";"dfibt"
"DIT";"dit"
"DOR";"dor"
"DOS";"dos"
"DPSP";"dpsp"
"DSM";"dsm"
"FAD";"fad"
"FSDD";"fsdd"
"HRMD";"hrmd"
"IDD";"idd"
"MCID";"mcid"
"OFDD";"ofdd"
"RAJ";"raj"
"RMD";"rmd"
"RTI";"rti"
"SPD";"spd"
